,N,chi,f_tree,f_std_tree,f_mps,f_std_mps,f_omps,f_std_omps,mem_tree,mem_std_tree,mem_mps,mem_std_mps,mem_omps,mem_std_omps
139,270,10,0.00011601055275817732,0.0004242900320712427,0.00010964906928620478,0.00021887163222430208,0.00027291288453852396,0.00024486205607926714,926.2,197.90694783155035,821.7,112.12006956829808,822.0,93.77846234610588
140,270,13,0.002788510309383595,0.009511727122119796,0.0005169617483072809,0.0006613436772630723,0.0005054335563256698,0.0005569284424745994,1190.5,208.31214558925745,1260.0,0.0,1260.0,0.0
141,270,16,0.10267534108639309,0.29914120973768477,0.0014967417779781617,0.0013252514321464974,0.0020103273552985893,0.0015555102205510674,1481.8,276.01586910900613,1704.0,0.0,1704.0,0.0
142,270,19,0.11105297920767188,0.29683169994382214,0.00382710355517933,0.0030766488834752773,0.006375775679346891,0.004718846828740961,1558.6,262.1153181330691,1896.0,0.0,1896.0,0.0
143,270,22,0.13582276964327428,0.2920432475239171,0.025236707901842164,0.01085441324180332,0.04151541831429274,0.012952116437910596,1635.4,280.92497219008493,2088.0,0.0,2088.0,0.0
144,270,25,0.20701538160844346,0.28421286893564024,0.1961088131209606,0.031844908537633526,0.25423123302426875,0.03382981949919811,1712.2,326.8454680732165,2280.0,0.0,2280.0,0.0
145,270,28,0.3978112001455877,0.25912680998125903,0.7057818187657586,0.025396444807277565,0.7457950477488592,0.02054128543433659,1789.0,390.42515287824375,2472.0,0.0,2472.0,0.0
146,270,31,0.8113674746213659,0.10854108984944041,0.9912744342438341,0.0026240452811116016,0.9931027537947829,0.0020533555123720335,1865.8,464.4678245045613,2664.0,0.0,2664.0,0.0
147,270,34,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
148,270,37,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
149,270,40,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
150,270,43,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
151,270,46,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
152,270,49,0.9999999999998195,4.2419252202323094e-14,0.999999999994893,2.183566324854208e-11,0.9999999999999012,1.636585104212656e-14,1891.4,490.67508597849144,2728.0,0.0,2728.0,0.0
